oem,model,network_technology,network_2g_bands,network_gprs,network_edge,launch_announced,launch_status,body_dimensions,body_weight,body_sim,display_type,display_size,display,memory_card_slot,memory_phonebook,memory_call_records,sound_loudspeaker,sound_alert_types,sound_3.5mm_jack,comms_wlan,comms_bluetooth,comms_gps,comms_radio,comms_usb,features_sensors,features_messaging,features_browser,features_clock,features_alarm,features_games,features_java,features,misc_colors,network_3g_bands,network_speed,platform_os,platform_chipset,platform_cpu,platform_gpu,main_camera_single,main_camera_video,misc_price,main_camera_features,body,network_4g_bands,body_build,display_protection,memory,main_camera_dual,selfie_camera_dual,selfie_camera_features,selfie_camera_video,comms_nfc,battery_charging,misc_models,tests_performance,tests_camera,tests_loudspeaker,tests_audio_quality,tests_battery_life,tests_display,selfie_camera_single,comms_infrared_port,network_5g_bands,main_camera_quad,main_camera_triple,sound,misc_sar_eu,main_camera_five,features_languages,body_keyboard,misc_sar,battery,main_camera_dual_or_triple,battery_music_play,selfie_camera_triple,main_camera_v1,selfie_camera,camera,main_camera,network,battery_talk_time,battery_stand.by,px_width,px_height,display_ratio,gb_rom,gb_ram
Oppo,K1,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2018,"Available. Released 2018, October",158.3 x 75.5 x 7.4 mm (6.23 x 2.97 x 0.29 in),156,"Dual SIM (Nano-SIM, dual stand-by)",OLED,6.4,,YES,,,Mono,,Yes,Dual,"5.0, A2DP, LE","Yes, with A-GPS",No,"microUSB 2.0, USB On-The-Go","Fingerprint (under display), accelerometer, gyro, proximity, compass",,,,,,,,"Blue, Red, Silver Green",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",Android 8.1 (Oreo); ColorOS 5.2,Qualcomm SDM660 Snapdragon 660 (14 nm),Octa-core (4x2.0 GHz Kryo 260 & 4x1.8 GHz Kryo 260),Adreno 512,,"2160p@30fps, 1080p@30fps",210.0,"LED flash, HDR, panorama",,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 18(800), 19(800), 20(800), 26(850), 28(700), 38(2600), 39(1900), 40(2300), 41(2500)",,Corning Gorilla Glass 5,,"16 MP, f/1.8, 1/2.8"", 1.12µm, PDAF  2 MP, f/2.4, depth sensor",,HDR,1080p@30fps,NO,Fast battery charging 5V/2A 10W,PBCM30,,,,,,,"25 MP, f/2.0, 1/2.8"", 0.9µm",,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Ion 3600 mAh battery,,,,,,,,,,,1080.0,2340.0,5:9,64.0,4.0
Oppo,A7x,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2018,"Available. Released 2018, September",156.7 x 74 x 8 mm (6.17 x 2.91 x 0.31 in),169,"Dual SIM (Nano-SIM, dual stand-by)",LCD,6.3,,YES,,,Mono,,Yes,Dual,"4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Starry Purple, Ice Flame Blue",HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/100 Mbps",Android 8.1 (Oreo); ColorOS 5.2,Mediatek MT6771 Helio P60 (12 nm),Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),Mali-G72 MP3,,1080p@30fps,270.0,"LED flash, HDR, panorama",,LTE,,Corning Gorilla Glass 5,,"16 MP, f/1.8, 1/3.1, 1.0µm, PDAF  2 MP, f/2.4, depth sensor",,HDR,1080p@30fps,NO,Fast battery charging 5V/2A 10W,,,,,,,,"16 MP, f/2.0",,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Po 3500 mAh battery,,,,,,,,CDMA 800 & TD-SCDMA - China,,,1080.0,2340.0,5:9,128.0,4.0
Oppo,RX17 Pro,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2018,"Available. Released 2018, November",157.6 x 74.6 x 7.9 mm (6.20 x 2.94 x 0.31 in),183,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",OLED,6.4,,YES,,,Mono,,No,Dual,"5.0, A2DP, LE, EDR","Yes, with A-GPS, GLONASS, BDS, GALILEO",No,"3.1, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display), accelerometer, proximity, compass",,,,,,,,"Radiant Mist, Emerald Green",HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A Cat15 800/150 Mbps",Android 8.1 (Oreo); ColorOS 5.2,Qualcomm SDM710 Snapdragon 710 (10 nm),Octa-core (2x2.2 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver),Adreno 616,,"2160p@30fps, 1080p@30fps",600.0,"Dual-LED flash, HDR, panorama",,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 32(1500), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500)",Front (Gorilla Glass 6) /back glass (Gorilla Glass 5) & aluminum frame,Corning Gorilla Glass 6,,,,HDR,1080p@30fps,YES,Fast battery charging 10V/5A 50W: 40% in 10 min  (SuperVOOC Flash Charge),CPH1877,Basemark OS II: 4212 / Basemark OS II 2.0: 4106Basemark X: 43562,Photo / Video,Voice 68dB / Noise 72dB / Ring 81dB,,Endurance rating 80h,"Contrast ratio: Infinite (nominal), 4.434 (sunlight)","25 MP, f/2.0, 1/2.8"", 0.9µm",,,,"12 MP, f/1.5-2.4, 26mm (wide), 1/2.55"", 1.4µm, Dual Pixel PDAF, OIS  20 MP, f/2.6, AF  TOF 3D camera",Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Po 3700 mAh battery,,,,,,,,,,,1080.0,2340.0,5:9,128.0,6.0
Oppo,R17,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2018,"Available. Released 2018, September",157.5 x 74.9 x 7.5 mm (6.20 x 2.95 x 0.30 in),182,"Dual SIM (Nano-SIM, dual stand-by)",OLED,6.4,,NO,,,Mono,,Yes,Dual,"5.0, A2DP, LE, EDR","Yes, with A-GPS, GLONASS, GALILEO, BDS",No,"microUSB 2.0, USB On-The-Go","Fingerprint (under display), accelerometer, proximity, compass",,,,,,,,"Radiant Mist, Ambient Blue, Neon Purple",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A Cat15 800/150 Mbps",Android 8.1 (Oreo); ColorOS 5.2,Qualcomm SDM670 Snapdragon 670 (10 nm),Octa-core (2x2.0 GHz 360 Gold & 6x1.7 GHz Kryo 360 Silver),Adreno 615,,"2160p@30fps, 1080p@30fps",460.0,"Dual-LED flash, HDR, panorama",,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500)",Front (Gorilla Glass 6) /back glass (Gorilla Glass 5) & aluminum frame,Corning Gorilla Glass 6,,"16 MP, f/1.7, 25mm (wide), 1/2.6"", 1.22µm, PDAF  5 MP, f/2.4, depth sensor",,HDR,1080p@30fps,NO,Fast battery charging 5V/4A 20W (VOOC Flash Charge),CPH1879,,,,,,,"25 MP, f/2.0, 1/2.8"", 0.9µm",,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Po 3500 mAh battery,,,,,,,,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 20(800), 28(700), 38(2600), 39(1900), 40(2300), 41(2500)",,,1080.0,2340.0,5:9,128.0,6.0
Oppo,F9 (F9 Pro),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2018,"Available. Released 2018, August",156.7 x 74 x 8 mm (6.17 x 2.91 x 0.31 in),169,"Dual SIM (Nano-SIM, dual stand-by)",LCD,6.3,,YES,,,Mono,,Yes,Dual,"4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Sunrise Red, Twilight Blue, Starry Purple",HSDPA 850 / 900 / 2100 - all versions,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/100 Mbps",Android 8.1 (Oreo); ColorOS 5.2,Mediatek MT6771 Helio P60 (12 nm),Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),Mali-G72 MP3,,1080p@30fps,290.0,"LED flash, HDR, panorama",,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 28(700), 38(2600), 40(2300), 41(2500)","Front glass, plastic frame",Corning Gorilla Glass 6,,"16 MP, f/1.8, 1/3.1, 1.0µm, PDAF  2 MP, f/2.4, depth sensor",,,1080p@30fps,NO,Fast battery charging 5V/4A 20W (VOOC Flash Charge),"CPH1823, CPH1881",Basemark OS II: 1978 / Basemark OS II 2.0: 1904Basemark X: 10536,Photo / Video,Voice 71dB / Noise 74dB / Ring 81dB,Noise -92.8dB / Crosstalk -92.1dB,Endurance rating 94h,"Contrast ratio: 1814:1 (nominal), 3.069 (sunlight)","25 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm",,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Po 3500 mAh battery,,,,,,,,"LTE band 1(2100), 3(1800), 5(850), 8(900), 38(2600), 40(2300), 41(2500)",,,1080.0,2340.0,5:9,64.0,6.0
Oppo,A5,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2018,"Available. Released 2018, July",156.2 x 75.6 x 8.2 mm (6.15 x 2.98 x 0.32 in),168,"Dual SIM (Nano-SIM, dual stand-by)",LCD,6.2,,YES,,,Mono,,Yes,Mono,"4.2, A2DP, LE","Yes, with A-GPS, GLONASS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compassFingerprint (rear-mounted), accelerometer, proximity, compass - India only",,,,,,,,"Blue, Pink, Red",HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",Android 8.1 (Oreo); ColorOS 5.1,Qualcomm SDM450 Snapdragon 450 (14 nm),Octa-core 1.8 GHz Cortex-A53,Adreno 506,,1080p@30fps,230.0,"LED flash, HDR, panorama",,"LTE band 1(2100), 3(1800), 5(850), 8(900), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500)",,Corning Gorilla Glass 3,,"13 MP, f/2.2, AF  2 MP, f/2.4, depth sensor",,,,NO,,CPH1809,,,,,,,"8 MP, f/2.2",,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Ion 4230 mAh battery,,,,,,,,"LTE band 1(2100), 3(1800), 5(850), 8(900), 38(2600), 40(2300), 41(2500)",,,720.0,1520.0,19:9,32.0,4.0
Oppo,Find X Lamborghini,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2018,"Available. Released 2018, August",156.7 x 74.2 x 9.4 mm (6.17 x 2.92 x 0.37 in),186,"Dual SIM (Nano-SIM, dual stand-by)",OLED,6.42,,NO,,,Mono,,No,Dual,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Face ID, accelerometer, gyro, proximity, compass",,,,,,,,Black (carbon fiber texture back),HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A Cat16 1024/150 Mbps",Android 8.1 (Oreo); ColorOS 5.1,Qualcomm SDM845 Snapdragon 845 (10 nm),Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),Adreno 630,,"2160p@30fps, 1080p@240fps, 720p@480fps",1350.0,"LED flash, HDR, panorama",,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 29(700), 32(1500), 66(1700/2100), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500)","Front/back glass (Gorilla Glass 5), aluminum frame",Corning Gorilla Glass 5,,"Motorized pop-up 16 MP, f/2.0, 1/2.6"", 1.22µm, PDAF, OIS  20 MP, f/2.0, 1/2.8"", 1.0µm",,Auto-HDR,1080p@30fps,NO,Fast battery charging 10V/5A 50W: 100% in 35 min (SuperVOOC Flash Charge),"PAFM00, PAFT00",,,,,Endurance rating 82h,,"Motorized pop-up 25 MP, f/2.0",,,,,,,,,,,Non-removable Li-Ion 3400 mAh battery,,,,,,,,,,,1080.0,2340.0,5:9,512.0,8.0
Oppo,Find X,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2018,"Available. Released 2018, July",156.7 x 74.2 x 9.4 mm (6.17 x 2.92 x 0.37 in),186,"Dual SIM (Nano-SIM, dual stand-by)",OLED,6.42,,NO,,,Mono,,No,Dual,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Face ID, accelerometer, gyro, proximity, compass",,,,,,,,"Bordeaux Red, Glacier Blue",HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A Cat16 1024/150 Mbps",Android 8.1 (Oreo); ColorOS 5.1,Qualcomm SDM845 Snapdragon 845 (10 nm),Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),Adreno 630,,"2160p@30fps, 1080p@240fps, 720p@480fps",600.0,"LED flash, HDR, panorama",,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 29(700), 32(1500), 66(1700/2100), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500)","Front/back glass (Gorilla Glass 5), aluminum frame",Corning Gorilla Glass 5,,"Motorized pop-up 16 MP, f/2.0, 1/2.6"", 1.22µm, PDAF, OIS  20 MP, f/2.0, 1/2.8"", 1.0µm",,Auto-HDR,1080p@30fps,NO,Fast battery charging 5V/4A 20W (VOOC Flash Charge) - Standard model  Fast battery charging 10V/5A 50W: 100% in 35 min (SuperVOOC Flash Charge) - Super Flash Edition,"CPH1871, PAFM00",Basemark OS II: 4173 / Basemark OS II 2.0: 3636Basemark X: 40537,Photo / Video,Voice 70dB / Noise 75dB / Ring 81dB,Noise -93.4dB / Crosstalk -89.3dB,Endurance rating 90h,"Contrast ratio: Infinite (nominal), 3.954 (sunlight)","Motorized pop-up 25 MP, f/2.0",,,,,,,,,,,Non-removable Li-Ion 3730 mAh battery - Standard modelNon-removable Li-Ion 3400 mAh battery - Super Flash Edition,,,,,,,,,,,1080.0,2340.0,5:9,128.0,8.0
Oppo,F7 Youth,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2018,"Available. Released 2018, June",156.5 x 75.2 x 7.8 mm (6.16 x 2.96 x 0.31 in),155,"Dual SIM (Nano-SIM, dual stand-by)",LCD,6.0,,YES,,,Mono,,Yes,Mono,"4.2, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",,,,,,,,"Solar Red, Diamond Black",HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - Taiwan,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/100 Mbps",Android 8.1 (Oreo); ColorOS 5.2,Mediatek MT6771 Helio P60 (12 nm),Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),Mali-G72 MP3,"13 MP, f/2.2, PDAF",1080p@30fps,250.0,"LED flash, HDR, panorama",,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 18(800), 19(800), 20(800), 26(850), 28(700), 38(2600), 39(1900), 40(2300), 41(2500) - Taiwan",,,,,,,,NO,,,,,,,,,"8 MP, f/2.2",,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Ion 3410 mAh battery,,,,,,,,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 40(2300), 41(2500) - Asia Pacific",,,1080.0,2160.0,18:9,64.0,4.0
Oppo,A3,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2018,"Available. Released 2018, May",156 x 75.3 x 7.8 mm (6.14 x 2.96 x 0.31 in),159,"Dual SIM (Nano-SIM, dual stand-by)",LCD,6.2,,YES,,,Mono,,Yes,Dual,"4.2, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass",,,,,,,,"Knight Black, Soybean Meal, Stardust Silver, Garnet Red",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/100 Mbps",Android 8.1 (Oreo); ColorOS 5,Mediatek MT6771 Helio P60 (12 nm),Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),Mali-G72 MP3,"16 MP, f/1.8, PDAF",1080p@30fps,330.0,"LED flash, HDR, panorama",,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500)",,,,,,,,NO,,,,,,,,,"8 MP, f/2.2",,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Ion 3400 mAh battery,,,,,,,,"LTE band 1(2100), 3(1800), 4(1700/2100), 5(850), 8(900), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500)",,,1080.0,2280.0,19:9,128.0,4.0
Oppo,F7,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2018,"Available. Released 2018, April",156 x 75.3 x 7.8 mm (6.14 x 2.96 x 0.31 in),158,"Dual SIM (Nano-SIM, dual stand-by)",LCD,6.23,,YES,,,Mono,,Yes,Dual,"4.2, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Solar Red, Diamond Black, Moonlight Silver (64GB only)",HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/100 Mbps",Android 8.1 (Oreo); ColorOS 5,Mediatek MT6771 Helio P60 (12 nm),Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),Mali-G72 MP3,"16 MP, PDAF, f/1.8",1080p@30fps,270.0,"LED flash, HDR, panorama",,"LTE band 1(2100), 3(1800), 5(850), 8(900), 38(2600), 40(2300), 41(2500)",,Corning Gorilla Glass 5,,,,,1080p@30fps,NO,,"CPH1819, CPH1821",Basemark OS II: 2058 / Basemark OS II 2.0: 1953Basemark X: 11873,Photo / Video,Voice 68dB / Noise 73dB / Ring 84dB,Noise -92.5dB / Crosstalk -91.2dB,Endurance rating 91h,"Contrast ratio: 1956:1 (nominal), 3.333 (sunlight)","25 MP, f/2.0, 1/2.8"", 0.9µm",,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Ion 3400 mAh battery,,,,,,,,,,,1080.0,2280.0,19:9,64.0,4.0
Oppo,R15 Pro,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2018,"Available. Released 2018, April",156.5 x 75.2 x 8 mm (6.16 x 2.96 x 0.31 in),180,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",OLED,6.28,,YES,,,Mono,,Yes,Dual,"5.0, A2DP, LE, EDR","Yes, with A-GPS, GLONASS",No,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Ceramic Black, Dream Mirror Red",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",Android 8.1 (Oreo); ColorOS 5,Qualcomm SDM660 Snapdragon 660 (14 nm),Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),Adreno 512,,"2160p@30fps, 1080p@60/120fps, 720p@240fps",510.0,"LED flash, HDR, panorama",IP67 dust/water resistant (up to 1m for 30 mins),"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 17(700), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500)","Front glass, aluminum frame, ceramic back",Corning Gorilla Glass 5,,"16 MP, f/1.7, 25mm (wide), 1/2.6"", 1.22µm, PDAF  20 MP, f/1.7, 25mm (wide), 1/2.8"", 1.0µm",,,1080p@30fps,YES,Fast battery charging 5V/4A 20W (VOOC Flash Charge),CPH1831,Basemark OS II: 3058 / Basemark OS II 2.0: 2438Basemark X: 20693,Photo / Video,Voice 69dB / Noise 73dB / Ring 76dB,Noise -93.7dB / Crosstalk -92.0dB,Endurance rating 86h,"Contrast ratio: Infinite (nominal), 4.251 (sunlight)","20 MP, f/2.0, 20mm",,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Po 3430 mAh battery,,,,,,,,CDMA 800 & TD-SCDMA,,,1080.0,2280.0,19:9,128.0,6.0
Oppo,R15,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2018,"Available. Released 2018, April",155.1 x 75.2 x 7.4 mm (6.11 x 2.96 x 0.29 in),175,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",OLED,6.28,,YES,,,Mono,,Yes,Dual,"4.2, A2DP, LE, EDR","Yes, with A-GPS, GLONASS",No,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Hot Red, Snow White, Star Purple, Fantasy Pink",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/100 Mbps",Android 8.1 (Oreo); ColorOS 5,Mediatek MT6771 Helio P60 (12 nm),Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),Mali-G72 MP3,,"2160p@30fps, 1080p@30fps",460.0,"LED flash, HDR, panorama",,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500)","Front glass, aluminum body",Corning Gorilla Glass 5,,"16 MP, f/1.7, 1/2.6"", 1.22µm, PDAF  5 MP, f/2.2, depth sensor",,,1080p@30fps,NO,Fast battery charging 5V/4A 20W (VOOC Flash Charge),,,,,,,,"20 MP, f/2.0",,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Po 3450 mAh battery,,,,,,,,CDMA 800 & TD-SCDMA,,,1080.0,2280.0,19:9,128.0,4.0
Oppo,A1,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2018,"Available. Released 2018, April",150.5 x 73.1 x 7.7 mm (5.93 x 2.88 x 0.30 in),143,"Dual SIM (Nano-SIM, dual stand-by)",LCD,5.7,,YES,,,Mono,,Yes,Dual,"4.2, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",,,,,,,,"Deep sea blue, Cherry red, Pearl white",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE",Android 7.1.1 (Nougat); ColorOS 3.2,Mediatek MT6763T Helio P23 (16 nm),Octa-core 2.5 GHz Cortex-A53,Mali-G71 MP1,"13 MP, f/2.2, 1/3"", 1.12µm, PDAF",1080p@30fps,150.0,"LED flash, panorama",,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500)",,Corning Gorilla Glass 3,,,,,,NO,,,,,,,,,"8 MP, f/2.2",,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Ion 3180 mAh battery,,,,,,,,CDMA 800 & TD-SCDMA,,,720.0,1440.0,18:9,64.0,4.0
Oppo,A71 (2018),GSM / UMTS / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2018,"Available. Released 2018, February",148.1 x 73.8 x 7.6 mm (5.83 x 2.91 x 0.30 in),137,"Dual SIM (Nano-SIM, dual stand-by)",LCD,5.2,,YES,,,Mono,,Yes,Mono,"4.2, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass",,,,,,,,"Gold, Black, Rose Gold",UMTS 900 / 2100 / 850,"HSPA, LTE",Android 7.1 (Nougat); ; ColorOS 3.2,Qualcomm SDM450 Snapdragon 450 (14 nm),Octa-core 1.8 GHz Cortex-A53,Adreno 506,"13 MP, f/2.2, 1/3"", 1.12µm, PDAF",1080p@30fps,130.0,"LED flash, HDR, panorama",,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 40(2300), 41(2500)","Front glass, aluminum body",,,,,,,NO,,CPH1801,,,,,,,"5 MP, f/2.4, 1/4"", 1.4µm",,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Ion 3000 mAh battery,,,,,,,,"LTE band 1(2100), 3(1800), 5(850), 8(900), 38(2600), 40(2300), 41(2500) - India",,,720.0,1280.0,16:9,16.0,2.0
Oppo,A83,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2018,"Available. Released 2018, January",150.5 x 73.1 x 7.7 mm (5.93 x 2.88 x 0.30 in),143,"Dual SIM (Nano-SIM, dual stand-by)",LCD,5.7,,YES,,,Mono,,Yes,Dual,"4.2, A2DP, LE","Yes, with A-GPS, GLONASS",No,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",,,,,,,,"Gold, Black, Red, Blue","HSDPA 850 / 900 / 2100 - India, Thailand, Pakistan","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",Android 7.1 (Nougat); ColorOS 3.2,Mediatek MT6763T Helio P23 (16 nm),Octa-core 2.5 GHz Cortex-A53,Mali-G71 MP2,"13 MP, AF, f/2.2",1080p@30fps,200.0,"LED flash, HDR, panorama",,"LTE band 1(2100), 3(1800), 5(850), 8(900), 38(2600), 40(2300), 41(2500) - India, Thailand","Front glass, aluminum body",Corning Gorilla Glass 3,,,,,,NO,,"CPH1729, CPH1827",,,,,,,"8 MP, f/2.2",,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Ion 3180 mAh battery,,,,,,,,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 40(2300), 41(2500) - Pakistan",,,720.0,1440.0,18:9,64.0,4.0
