oem,model,network_technology,network_2g_bands,network_gprs,network_edge,launch_announced,launch_status,body_dimensions,body_weight,body_sim,display_type,display_size,display,memory_card_slot,memory_phonebook,memory_call_records,sound_loudspeaker,sound_alert_types,sound_3.5mm_jack,comms_wlan,comms_bluetooth,comms_gps,comms_radio,comms_usb,features_sensors,features_messaging,features_browser,features_clock,features_alarm,features_games,features_java,features,misc_colors,network_3g_bands,network_speed,platform_os,platform_chipset,platform_cpu,platform_gpu,main_camera_single,main_camera_video,misc_price,main_camera_features,body,network_4g_bands,body_build,display_protection,memory,main_camera_dual,selfie_camera_dual,selfie_camera_features,selfie_camera_video,comms_nfc,battery_charging,misc_models,tests_performance,tests_camera,tests_loudspeaker,tests_audio_quality,tests_battery_life,tests_display,selfie_camera_single,comms_infrared_port,network_5g_bands,main_camera_quad,main_camera_triple,sound,misc_sar_eu,main_camera_five,features_languages,body_keyboard,misc_sar,battery,main_camera_dual_or_triple,battery_music_play,selfie_camera_triple,main_camera_v1,selfie_camera,camera,main_camera,network,battery_talk_time,battery_stand.by,px_width,px_height,display_ratio,gb_rom,gb_ram
Honor,Play 4T Pro,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2020,"Available. Released 2020, April 09",157.4 x 73.2 x 7.8 mm (6.20 x 2.88 x 0.31 in),165,"Dual SIM (Nano-SIM, dual stand-by)",OLED,6.3,,YES,,,Mono,,Yes,Dual,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, proximity, compass",,,,,,,,"Black, Blue, Green",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A","Android 10, Magic UI 2, no Google Play Services",Kirin 810 (7 nm),Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55),Mali-G52 MP6,,"4K@30fps, 1080p@30fps",200.0,"LED flash, HDR, panorama",,"1, 3, 5, 8, 34, 38, 39, 40, 41",,,UFS 2.1,,,HDR,1080p@30fps,NO,Fast charging 22.5W,"AQM-AL10, AQM-TL10",,,,,,,"16 MP, f/2.0, (wide)",,,,"48 MP, f/1.8, 27mm (wide), 1/2.0"", 0.8<c2><b5>m, PDAF  8 MP, f/2.4, 17mm (ultrawide)  2 MP, f/2.4, (depth)",,,,,,,Non-removable Li-Po 4000 mAh battery,,,,,,,,CDMA 800 & TD-SCDMA,,,1080.0,2400.0,20:9,128.0,6.0
Honor,Play 4T,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2020,"Available. Released 2020, April 14",159.8 x 76.1 x 8.1 mm (6.29 x 3.00 x 0.32 in),176,"Dual SIM (Nano-SIM, dual stand-by)",LCD,6.39,,YES,,,Mono,,Yes,Mono,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",No,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass",,,,,,,,"Black, Blue, Green",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A","Android 10, Magic UI 3, no Google Play Services",Kirin 710A (12 nm),Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,,1080p@30fps,160.0,"LED flash, HDR, panorama",,"1, 3, 5, 8, 34, 38, 39, 40, 41",,,,"48 MP, f/1.8, (wide), 1/2.0"", 0.8<c2><b5>m, PDAF  2 MP, f/2.4, (depth)",,HDR,1080p@30fps,NO,Charging 10W,"AKA-AL10, AKA-TL10",,,,,,,"8 MP, (wide)",,,,,,,,,,,Non-removable Li-Po 4000 mAh battery,,,,,,,,CDMA 800 & TD-SCDMA,,,720.0,1560.0,5:9,128.0,6.0
Honor,8A 2020,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2020,"Available. Released 2020, April 15",156.3 x 73.5 x 8.2 mm (6.15 x 2.89 x 0.32 in),150,"Dual SIM (Nano-SIM, dual stand-by)",LCD,6.09,,YES,,,Mono,,Yes,Mono,"4.2, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",FM radio,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Black, Blue",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps","Android 9.0 (Pie), EMUI 9",Mediatek MT6765 Helio P35 (12nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,"13 MP, f/1.8, PDAF",1080p@30fps,129.99,"LED flash, HDR, panorama",,"1, 3, 5, 7, 8, 20, 38, 40, 41",,,eMMC 5.1,,,HDR,1080p@30fps,YES,,,,,,,,,"8 MP, f/2.0",,,,,,,,,,,Non-removable Li-Po 3020 mAh battery,,,,,,,,,,,720.0,1560.0,5:9,64.0,3.0
Honor,8A Prime,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2020,"Available. Released 2020, March 30",156.3 x 73.5 x 8.2 mm (6.15 x 2.89 x 0.32 in),150,"Dual SIM (Nano-SIM, dual stand-by)",LCD,6.09,,YES,,,Mono,,Yes,Mono,"4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity",,,,,,,,"Black, Blue, Green",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps","Android 9.0 (Pie), EMUI 9",Mediatek MT6765 Helio P35 (12nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,"13 MP, f/1.8, PDAF",1080p@30fps,110.0,"LED flash, HDR, panorama",,"1, 3, 5, 7, 8, 20",,,eMMC 5.1,,,HDR,1080p@30fps,YES,,JAT-LX1,,,,,,,"8 MP, f/2.0",,,,,,,,,,,Non-removable Li-Po 3020 mAh battery,,,,,,,,,,,720.0,1560.0,5:9,64.0,3.0
Honor,30S,GSM / CDMA / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2020,"Available. Released 2020, April 07",162.3 x 75 x 8.6 mm (6.39 x 2.95 x 0.34 in),190,"Dual SIM (Nano-SIM, dual stand-by)",LCD,6.5,HDR10,YES,,,Mono,,Yes,Dual,"5.1, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Black, Blue, Green, Gradient, Butterfly Feather Red",HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A, 5G","Android 10, Magic UI 3, no Google Play Services",Kirin 820 5G (7nm),Octa-core (1x2.36 GHz Cortex-A76 & 3x2.22 GHz Cortex-A76 & 4x1.84 GHz Cortex-A55),Mali-G57 6,,"4K@30fps, 1080p@30fps, 720p@960fps, gyro-EIS",354.99,"LED flash, HDR, panorama",,"1, 2, 3, 4, 5, 6, 8, 18, 19, 26, 34, 38, 39, 40, 41","Glass front (Aluminosilicate glass), glass back, aluminum frame",Aluminosilicate glass,UFS 2.1,,,HDR,1080p@30fps,NO,"Fast charging 40W, 70% in 30 min",CDY-AN90,,,,,,,"16 MP, f/2.0, (wide)",,"1, 3, 41, 78, 79 SA/NSA","64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8<c2><b5>m, PDAF  8 MP, f/2.4, 80mm (telephoto), AF, 3x optical zoom  8 MP, f/2.4, 17mm (ultrawide)  2 MP, f/2.4, (depth)",,32-bit/192kHz audio,,,,,,Non-removable Li-Po 4000 mAh battery,,,,,,,,CDMA 800 & TD-SCDMA,,,1080.0,2400.0,20:9,128.0,8.0
Honor,Play 9A,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,,,2020,"Available. Released 2020, April 03",159.1 x 74.1 x 9 mm (6.26 x 2.92 x 0.35 in),185,"Dual SIM (Nano-SIM, dual stand-by)",LCD,6.3,,YES,,,Mono,,Yes,Mono,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity",,,,,,,,"Blue Water Emerald, Jasper Green, Dark Night Black",HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps","Android 10, Magic UI 3.0, no Google Play Services",Mediatek MT6765 Helio P35 (12nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,,1080p@30fps,120.0,"LED flash, HDR, panorama",,"1, 3, 5, 8, 34, 38, 39, 40, 41","Glass front, plastic back, plastic frame",,eMMC 5.1,"13 MP, f/1.8, (wide), PDAF  2 MP, (depth)",,HDR,1080p@30fps,NO,Battery charging 10W,"MOA-AL00, MOA-TL00, MED-AL20, MOA-AL20",,,,,,,"8 MP, f/2.0, (wide)",,,,,,,,,,,Non-removable Li-Po 5000 mAh battery,,,,,,,,CDMA 800 & TD-SCDMA,,,720.0,1600.0,20:9,64.0,4.0
Honor,V30 Pro,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2019,"Available. Released 2019, December",162.7 x 75.8 x 8.8 mm (6.41 x 2.98 x 0.35 in),206,"Dual SIM (Nano-SIM, dual stand-by)",LCD,6.57,,NO,,,Mono,,No,Dual,"5.1, A2DP, LE","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS",No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Ocean Blue, Galaxy Black, Icelandic frost",HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A, 5G (2+ Gbps DL)","Android 10, Magic UI 3",Kirin 990 5G (7 nm+),Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55),Mali-G76 MP16,,"4K@30fps, 1080p@30fps, 720p@960fps, (gyro-EIS)",500.0,"LED flash, HDR, panorama",,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 26, 34, 38, 39, 40, 41","Glass front, glass back, aluminum frame",Yes,UFS 3.0,,"32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8<c2><b5>m  8 MP, f/2.2, 17mm (ultrawide)",HDR,"4K@30fps, 1080p@30fps",YES,"Fast charging 40W, 70% in 30 min (advertised)  Fast wireless charging 27W  Reverse wireless charging",OXF-AN10,"AnTuTu: 381241 (v7), 500571 (v8)  GeekBench: 12824 (v4.4), 3204 (v5.1)  GFXBench: 35fps (ES 3.1 onscreen)",Photo / Video,,,,,,Yes,"1, 3, 41, 77, 78, 79 SA/NSA",,"40 MP, f/1.6, 27mm (wide), 1/1.7"", PDAF, Laser AF, OIS  8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom  12 MP, f/2.2, 16mm (ultrawide), 1.4<c2><b5>m, AF",,,,,,,Non-removable Li-Po 4100 mAh battery,,,,,,,,,,,1080.0,2400.0,20:9,128.0,8.0
Honor,Play 3e,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2019,"Available. Released 2019, September",147.1 x 70.8 x 8.5 mm (5.79 x 2.79 x 0.33 in),146,"Dual SIM (Nano-SIM, dual stand-by)",LCD,5.71,,YES,,,Mono,,Yes,Mono,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity",,,,,,,,"Magic Night Black, Platinum Gold, Aurora Blue",HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A","Android 9.0 (Pie), EMUI 9.1",Mediatek MT6762R Helio P22 (12 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),PowerVR GE8320,"13 MP, f/1.8, PDAF",1080p@30fps,90.0,"LED flash, HDR, panorama",,"1, 3, 5, 8, 38, 39, 40, 41",,,eMMC 5.1,,,,1080p@30fps,NO,,,,,,,,,"5 MP, f/2.2",,,,,,,,,,,Non-removable Li-Po 3020 mAh battery,,,,,,,,CDMA 800 & TD-SCDMA,,,720.0,1520.0,19:9,32.0,2.0
Honor,Play 3,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2019,"Available. Released 2019, September",159.8 x 76.1 x 8.1 mm (6.29 x 3.00 x 0.32 in),176,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",LCD,6.39,,YES,,,Mono,,Yes,Mono,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",,,,,,,,"Magic Night Black, Aurora Blue, Charm Red",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/50 Mbps","Android 9.0 (Pie), EMUI 9.1",Kirin 710F (12 nm),Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,,1080p@30fps,130.0,"LED flash, HDR, panorama",IP5x,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41","Glass front, plastic back, plastic frame",,,,,HDR,1080p@30fps,NO,Charging 10W,,,,,,,,"8 MP, f/2.0",,,,"48 MP, f/1.8, 27mm (wide), 1/2.0"", 0.8<c2><b5>m, PDAF  8 MP, f/2.4, 13mm (ultrawide), 1/4.0"", 1.12<c2><b5>m  2 MP, f/2.4, (depth)",,,,,,,Non-removable Li-Po 4000 mAh battery,,,,,,,,CDMA 800 & TD-SCDMA,,,720.0,1560.0,5:9,64.0,4.0
Honor,20S,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2019,"Available. Released 2019, October",154.3 x 74 x 7.9 mm (6.07 x 2.91 x 0.31 in),172,"Dual SIM (Nano-SIM, dual stand-by)",LCD,6.26,,NO,,,Mono,,No,Dual,"5.0, A2DP, aptX HD, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO, QZSS",No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Black, Blue, White",HSDPA 800 / 850 / 900 / 1700(AWS) / 2100,"HSPA 42.2/5.76 Mbps, LTE-A","Android 9.0 (Pie), Magic 2.1",Kirin 810 (7 nm),Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55),Mali-G52 MP6,,1080p@30fps,250.0,"LED flash, HDR, panorama",,"1, 3, 4, 5, 8, 19, 34, 38, 39, 40, 41","Glass front, glass back, aluminum frame",,,,,HDR,1080p@30fps,NO,Fast charging 20W,,,,,,,,"32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8<c2><b5>m",,,,"48 MP, f/1.8, 28mm (wide), 1/2.0"", 0.8<c2><b5>m, PDAF  8 MP, f/2.4, 13mm (ultrawide)  2 MP, f/2.4, (macro)",32-bit/192kHz audio,,,,,,Non-removable Li-Po 3750 mAh battery,,,,,,,,CDMA 800 & TD-SCDMA,,,1080.0,2340.0,5:9,128.0,6.0
Honor,9X Pro,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2019,"Available. Released 2019, August 09",163.5 x 77.3 x 8.8 mm (6.44 x 3.04 x 0.35 in),202,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",LCD,6.59,,YES,,,Mono,,Yes,Dual,"4.2, A2DP, LE (International)5.0, A2DP, LE (China)","Yes, with A-GPS, GLONASS, BDS",FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Midnight Black, Phantom Purple",HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat12 600/50 Mbps","Android 9.0 (Pie), upgradable to Android 10, EMUI 9.1, no Google Play Services",Kirin 810 (7 nm),Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55),Mali-G52 MP6,,"1080p@30fps, gyro-EIS",298.88,"LED flash, HDR, panorama",,"1, 3, 7, 8, 20, 38, 40, 41 - International","Glass front, glass back, aluminum frame",,,,,,1080p@60fps,NO,Charging 10W,"HLK-AL10, HLK-TL10, HLK-L41, HLK-L42","AnTuTu: 312668 (v8)  GeekBench: 7836 (v4.4), 1911 (v5.1)  GFXBench: 18fps (ES 3.1 onscreen)",Photo / Video,-31.1 LUFS (Below average),,Endurance rating 104h,Contrast ratio: 1319:1 (nominal),"Motorized pop-up 16 MP, f/2.2, 26mm (wide), 1/3"", 1.0<c2><b5>m",,,,"48 MP, f/1.8, (wide), 1/2.0"", 0.8<c2><b5>m, PDAF  8 MP, f/2.4, 120<cb><9a> (ultrawide)  2 MP, f/2.4, (depth)",,,,,,,Non-removable Li-Po 4000 mAh battery,,,,,,,,CDMA 800 & TD-SCDMA,,,1080.0,2340.0,5:9,128.0,8.0
Honor,9X (China),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only),,,2019,"Available. Released 2019, July",163.1 x 77.2 x 8.8 mm (6.42 x 3.04 x 0.35 in),206,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",LCD,6.59,,YES,,,Mono,,Yes,Dual,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Magic Night Black, Charm Sea Blue, Charm Red, Icelandic White",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat12 600/50 Mbps","Android 9.0 (Pie), EMUI 9.1",Kirin 810 (7 nm),Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55),Mali-G52 MP6,,1080p@30fps,180.0,"LED flash, HDR, panorama",,"1, 3, 7, 8, 20",,,,"48 MP, f/1.8, (wide), 1/2.0"", 0.8<c2><b5>m, PDAF  2 MP, f/2.4, (depth)",,,1080p@60fps,NO,Charging 10W,"HLK-AL00, HLK-TL00",,,,,,,"Motorized pop-up 16 MP, f/2.2, 26mm (wide), 1/3"", 1.0<c2><b5>m",,,,,,,,,,,Non-removable Li-Po 4000 mAh battery,,,,,,,,,,,1080.0,2340.0,5:9,64.0,4.0
Honor,8S,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only),,,2019,"Available. Released 2019, April",147.1 x 70.8 x 8.5 mm (5.79 x 2.79 x 0.33 in),146,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",LCD,5.71,,YES,,,Mono,,Yes,Mono,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,,,,,,"Black, Gold, Blue",HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A","Android 9.0 (Pie), EMUI 9",Mediatek MT6761 Helio A22 (12 nm),Quad-core 2.0 GHz Cortex-A53,PowerVR GE8320,"13 MP, f/1.8, PDAF",1080p@30fps,120.0,"LED flash, HDR, panorama",,"1, 3, 5, 7, 8, 20","Glass front, plastic back, plastic frame",,eMMC 5.1,,,,,NO,,"KSE-LX9, KSA-LX9, KSA-LX2",,,,,,,"5 MP, f/2.2",,,,,,,,,,,Non-removable Li-Po 3020 mAh battery,,,,,,,,"1, 3, 5, 8, 38, 39, 40, 41 - China",,,720.0,1520.0,19:9,32.0,2.0
Honor,20 Pro,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2019,"Available. Released 2019, July",154.6 x 74 x 8.4 mm (6.09 x 2.91 x 0.33 in),182,"Dual SIM (Nano-SIM, dual stand-by)",LCD,6.26,,NO,,,Mono,,No,Dual,"5.0, A2DP, aptX HD, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO, QZSS",No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Phantom Blue, Phantom Black, Icelandic Illusion",HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A","Android 9.0 (Pie), Magic 2.1",Kirin 980 (7 nm),Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55),Mali-G76 MP10,,"4K@30fps, 1080p@30/60fps; gyro-EIS",399.99,"LED flash, HDR, panorama",,"1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41","Glass front, glass back, aluminum frame",,UFS 2.1,,,HDR,"1080p@30fps, gyro-EIS",YES,"Fast charging 22.5W, 50% in 30 min (advertised)","YAL-AL10, YAL-L41",,Photo / Video,Voice 68dB / Noise 72dB / Ring 87dB,Noise -92.9dB / Crosstalk -46.8dB,Endurance rating 104h,,"32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8<c2><b5>m",Yes,,"48 MP, f/1.4, 28mm (wide), 1/2.0"", 0.8<c2><b5>m, PDAF, Laser AF, OIS  8 MP, f/2.4, 80mm (telephoto), 1/4.4"", PDAF, OIS, 3x optical zoom  16 MP, f/2.2, 13mm (ultrawide), 1/3.1""  2 MP, f/2.4, (macro)",,32-bit/192kHz audio,,,,,,Non-removable Li-Po 4000 mAh battery,,,,,,,,,,,1080.0,2340.0,5:9,128.0,8.0
Honor,20,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2019,"Available. Released 2019, June",154.3 x 74 x 7.9 mm (6.07 x 2.91 x 0.31 in),174,"Dual SIM (Nano-SIM, dual stand-by)",LCD,6.26,,NO,,,Mono,,No,Dual,"5.0, A2DP, aptX HD, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO, QZSS",No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Midnight Black, Sapphire Blue, Icelandic white, Phantom Blue",HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A","Android 9.0 (Pie), Magic 2.1",Kirin 980 (7 nm),Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55),Mali-G76 MP10,,"4K@30fps, 1080p@30/60fps; gyro-EIS",295.98,"LED flash, HDR, panorama",,"1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41","Glass front, glass back, aluminum frame",,UFS 2.1,,,HDR,"1080p@30fps, gyro-EIS",YES,"Fast charging 22.5W, 50% in 24 min (advertised)","YAL-L21, YAL-AL00, YAL-TL00",Basemark X: 44871,Photo / Video,Voice 68dB / Noise 72dB / Ring 87dB,Noise -96.3dB / Crosstalk -52.1dB,Endurance rating 89h,Contrast ratio: 1170:1 (nominal),"32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8<c2><b5>m",,,"48 MP, f/1.8, 28mm (wide), 1/2.0"", 0.8<c2><b5>m, PDAF  16 MP, f/2.2, 13mm (ultrawide), 1/3.1""  2 MP, f/2.4, (macro)  2 MP, f/2.4, (depth)",,32-bit/192kHz audio,,,,,,Non-removable Li-Po 3750 mAh battery,,,,,,,,,,,1080.0,2340.0,5:9,128.0,6.0
Honor,20 lite,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only),,,2019,"Available. Released 2019, April",154.8 x 73.6 x 8 mm (6.09 x 2.90 x 0.31 in),164,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",LCD,6.21,,YES,,,Mono,,Yes,Mono,"4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass",,,,,,,,"Phantom Blue, Phantom Red, Magic Night Black",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Android 9.0 (Pie), EMUI 9",Kirin 710 (12 nm),Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,,1080p@30/60fps,179.99,"LED flash, HDR, panorama",,"1, 3, 5, 7, 8, 20","Glass front, plastic back, plastic frame",,eMMC 5.1,,,HDR,1080p@30fps,YES,Charging 10W,HRY-LX1T,,,,,,,"32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8<c2><b5>m",,,,"24 MP, f/1.8, PDAF  8 MP, f/2.4, 13mm (ultrawide)  2 MP, f/2.4, (depth)",,,,,,,Non-removable Li-Po 3400 mAh battery,,,,,,,,,,,1080.0,2340.0,5:9,128.0,4.0
HTC,Desire 19s,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2019,"Available. Released 2019, November 14",156.2 x 74.8 x 8.5 mm (6.15 x 2.94 x 0.33 in),170,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",LCD,6.2,,YES,,,Mono,,Yes,Dual,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass",,,,,,,,"Blue, Black",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",Android 9 (Pie),Mediatek MT6762 Helio P22 (12 nm),Octa-core 2.0 GHz Cortex-A53,PowerVR GE8320,,1080p@30fps,180.0,"Dual-LED dual-tone flash, HDR, panorama",,"1, 2, 3, 5, 7, 8, 20, 28, 38, 39, 40, 41","Glass front, plastic back, plastic frame",,eMMC 5.1,,,HDR,1080p@30fps,YES,Charging 10W,,,,,,,,"16 MP, f/2.0, 27mm (wide), 1/3.1"", 1.0<c2><b5>m",,,,"13 MP, f/1.9, 26mm (wide), PDAF  5 MP, f/2.2, 13mm (ultrawide)  5 MP, f/2.2, (depth)",,,,,,,Non-removable Li-Ion 3850 mAh battery,,,,,,,,,,,720.0,1520.0,19:9,32.0,3.0
